score,deciles
0.1104366,4
0.2393354,8
0.25787205,8
0.6100221,10
0.13229124,5
0.10568077,4
0.09705291,3
0.12963638,5
0.0952831,3
0.084312014,2
0.09558339,3
0.18097757,7
0.10773595,4
0.06595013,1
0.11059168,4
0.23200016,8
0.15799716,6
0.16649073,6
0.06297272,1
0.07162349,2
0.3324775,9
0.06571522,1
0.114618786,4
0.1983319,7
0.15281643,6
0.12036973,4
0.24742763,8
0.06677607,1
0.060630493,1
0.24339204,8
0.43818486,9
0.0779678,2
0.090831235,3
0.07199805,2
0.122947834,5
0.3235009,9
0.060630493,1
0.20225537,7
0.4011127,9
0.15450676,6
0.5650509,10
0.10295102,3
0.116528,4
0.5513552,10
0.3226629,9
0.07612981,2
0.089578986,3
0.2575795,8
0.08043748,2
0.06160505,1
0.062174547,1
0.15567993,6
0.17092402,6
0.15735297,6
0.13386361,5
0.09546041,3
0.5706733,10
0.23930961,8
0.08926588,3
0.20111972,7
0.06795501,1
0.21383974,7
0.6208831,10
0.09980764,3
0.4173745,9
0.120459236,4
0.23313457,8
0.09094326,3
0.19205572,7
0.11901263,4
0.11931084,4
0.18121849,7
0.16600099,6
0.6063632,10
0.11351712,4
0.08219427,2
0.09470198,3
0.08451086,2
0.12581886,5
0.34121844,9
0.15760098,6
0.0707208,1
0.1494619,5
0.5802475,10
0.060630493,1
0.29110363,8
0.23530479,8
0.13054404,5
0.34747052,9
0.37534648,9
0.19902402,7
0.27349067,8
0.1371298,5
0.08076874,2
0.2266849,8
0.31146047,9
0.07209528,2
0.114212185,4
0.22751753,8
0.5873288,10
0.10367824,4
0.10346697,4
0.08460582,2
0.23699203,8
0.06297272,1
0.6021077,10
0.18040495,7
0.2750288,8
0.11450823,4
0.55462927,10
0.0672335,1
0.26526386,8
0.19238938,7
0.31552118,9
0.13611871,5
0.062452294,1
0.116603255,4
0.23200016,8
0.08064133,2
0.26418826,8
0.54999137,10
0.06206006,1
0.15183182,6
0.088754475,3
0.33295867,9
0.5903013,10
0.55231625,10
0.06715518,1
0.15739305,6
0.11101745,4
0.5532632,10
0.5887046,10
0.15450676,6
0.11122494,4
0.12009729,4
0.06807528,1
0.5514017,10
0.12414214,5
0.23803504,8
0.12499528,5
0.11101745,4
0.3444208,9
0.16442098,6
0.09604117,3
0.14138582,5
0.196185,7
0.19052087,7
0.1464084,5
0.20047356,7
0.12000038,4
0.07278115,2
0.11391285,4
0.18695898,7
0.092636764,3
0.072943486,2
0.071994655,2
0.16568166,6
0.21460181,7
0.10539291,4
0.30583298,9
0.36909863,9
0.15597367,6
0.066712886,1
0.08857058,3
0.47871697,10
0.12885149,5
0.22352816,8
0.10150821,3
0.24530952,8
0.06160505,1
0.5532632,10
0.18480691,7
0.11101745,4
0.60206795,10
0.11719509,4
0.109958835,4
0.095307626,3
0.11975306,4
0.12013141,4
0.07245308,2
0.17510064,6
0.08445319,2
0.11082721,4
0.40484878,9
0.12940285,5
0.07322925,2
0.5646015,10
0.062340014,1
0.085792474,3
0.17831168,7
0.121359214,4
0.0672335,1
0.07403114,2
0.11356519,4
0.19251682,7
0.13343458,5
0.079127625,2
0.1516906,6
0.06828693,1
0.07280362,2
0.18640074,7
0.21565148,7
0.072257206,2
0.1661604,6
0.35487816,9
0.06856333,1
0.17521177,6
0.22090906,8
0.0672335,1
0.22174655,8
0.08683983,3
0.20830503,7
0.2565879,8
0.16502886,6
0.17945369,7
0.20082742,7
0.1519598,6
0.11885248,4
0.33294168,9
0.07135936,2
0.0673432,1
0.062174547,1
0.10004554,3
0.071292624,2
0.101966545,3
0.11243688,4
0.414705,9
0.084064566,2
0.072353914,2
0.2158125,7
0.0673432,1
0.07173227,2
0.117352046,4
0.062340014,1
0.2960556,9
0.06160505,1
0.34868932,9
0.14823817,5
0.6135669,10
0.09050445,3
0.16989118,6
0.60340047,10
0.09387734,3
0.08059936,2
0.13362554,5
0.15614088,6
0.5847719,10
0.60504675,10
0.3110109,9
0.10445818,4
0.0854114,2
0.099474676,3
0.20971666,7
0.20066585,7
0.2005181,7
0.3393148,9
0.569265,10
0.1414844,5
0.55462515,10
0.22751753,8
0.390496,9
0.10316082,4
0.083510034,2
0.526293,10
0.12589599,5
0.5575905,10
0.28659767,8
0.22313648,8
0.22035582,8
0.1627707,6
0.56533545,10
0.6012434,10
0.06653443,1
0.6238826,10
0.07359027,2
0.10368023,4
0.08207763,2
0.1390438,5
0.09108425,3
0.20062335,7
0.32968327,9
0.1685362,6
0.095201686,3
0.52456,10
0.07821091,2
0.17282577,6
0.24441206,8
0.060630493,1
0.41124514,9
0.098019466,3
0.17124592,6
0.08800973,3
0.070873454,1
0.31696117,9
0.22062223,8
0.09018148,3
0.068765715,1
0.29068175,8
0.14281295,5
0.15066186,6
0.25507012,8
0.22815745,8
0.19183886,7
0.29195496,8
0.060630493,1
0.12587875,5
0.31549856,9
0.12252107,5
0.11743542,4
0.2610811,8
0.09584786,3
0.08143174,2
0.10744654,4
0.19393198,7
0.41201964,9
0.16855088,6
0.060630493,1
0.12485438,5
0.20809057,7
0.09382245,3
0.21451674,7
0.120704755,4
0.33803028,9
0.0672335,1
0.4388673,9
0.07239627,2
0.19160531,7
0.15746765,6
0.10640371,4
0.09017721,3
0.25792277,8
0.23878525,8
0.5818172,10
0.15430099,6
0.5522206,10
0.39269,9
0.19401972,7
0.06160505,1
0.5831282,10
0.23050044,8
0.5564333,10
0.15450676,6
0.15048559,6
0.09429303,3
0.15430099,6
0.0952831,3
0.14726143,5
0.631869,10
0.084909156,2
0.2226484,8
0.14504659,5
0.06320828,1
0.6058075,10
0.14572906,5
0.08349281,2
0.37039524,9
0.20860912,7
0.106170475,4
0.11561754,4
0.14925167,5
0.15450676,6
0.100819446,3
0.38869056,9
0.28288177,8
0.16254258,6
0.60771865,10
0.079875745,2
0.5800934,10
0.53449,10
0.08369916,2
0.11981439,4
0.06177912,1
0.09888659,3
0.09307815,3
0.55443764,10
0.5320724,10
0.17567475,6
0.16715108,6
0.22815126,8
0.22330216,8
0.11207976,4
0.06089529,1
0.073525034,2
0.32145575,9
0.082244605,2
0.06160505,1
0.30093288,9
0.2872859,8
0.16001941,6
0.095961764,3
0.15997493,6
0.09212612,3
0.09774456,3
0.22970556,8
0.23668987,8
0.07157732,2
0.099599496,3
0.060630493,1
0.18065783,7
0.061873827,1
0.06160505,1
0.09836964,3
0.096875146,3
0.0672335,1
0.06758899,1
0.19384502,7
0.12829274,5
0.06089529,1
0.5814354,10
0.5866062,10
0.07202496,2
0.077057704,2
0.109911114,4
0.13740568,5
0.25021923,8
0.0920523,3
0.09808719,3
0.07272688,2
0.3826232,9
0.5861096,10
0.12420487,5
0.40330505,9
0.06160505,1
0.18360463,7
0.39514703,9
0.21475142,7
0.1257984,5
0.0672335,1
0.3934076,9
0.15348417,6
0.6018317,10
0.0707208,1
0.29267874,9
0.4386402,9
0.1151273,4
0.56137794,10
0.115448706,4
0.06357551,1
0.1468623,5
0.24803506,8
0.113561966,4
0.072895244,2
0.06177912,1
0.11479981,4
0.08966069,3
0.16606914,6
0.2288217,8
0.47844195,10
0.06847971,1
0.5990943,10
0.18480691,7
0.07278115,2
0.08325026,2
0.15450676,6
0.14676437,5
0.09256857,3
0.10144911,3
0.09155624,3
0.6063632,10
0.12913558,5
0.096225426,3
0.08714419,3
0.08384721,2
0.11361239,4
0.117430426,4
0.074463725,2
0.18381275,7
0.34653556,9
0.107910976,4
0.31481296,9
0.17866495,7
0.090437144,3
0.07877016,2
0.15450676,6
0.18224353,7
0.10132367,3
0.10135192,3
0.11911473,4
0.20380862,7
0.06303045,1
0.18097757,7
0.39974704,9
0.072895244,2
0.24088666,8
0.06677607,1
0.15954469,6
0.085455455,2
0.6058075,10
0.33288288,9
0.09042972,3
0.07162349,2
0.07082434,1
0.2464164,8
0.22612059,8
0.5685232,10
0.0672335,1
0.06160505,1
0.10404052,4
0.38914979,9
0.57065773,10
0.14790966,5
0.12789759,5
0.13250092,5
0.106248125,4
0.13081901,5
0.10724715,4
0.14521013,5
0.15327561,6
0.15450676,6
0.53748626,10
0.115558684,4
0.060630493,1
0.15450676,6
0.071647234,2
0.096525855,3
0.10155983,3
0.070893586,2
0.11714058,4
0.6024128,10
0.08535716,2
0.2942532,9
0.445474,9
0.11960532,4
0.12076839,4
0.1685362,6
0.55482256,10
0.114834994,4
0.10744024,4
0.075095564,2
0.2904536,8
0.5306395,10
0.49027425,10
0.0672335,1
0.627165,10
0.59672886,10
0.07122274,2
0.18403392,7
0.10150511,3
0.0707208,1
0.3001762,9
0.07351063,2
0.0859177,3
0.13948408,5
0.09331787,3
0.4856714,10
0.12240542,5
0.18640074,7
0.09435902,3
0.4033326,9
0.21390483,7
0.08452686,2
0.32469425,9
0.1195932,4
0.09364503,3
0.113664016,4
0.4035063,9
0.08216992,2
0.5844564,10
0.14199543,5
0.5961359,10
0.19606835,7
0.11911473,4
0.32469732,9
0.5814354,10
0.3049869,9
0.15743455,6
0.096697375,3
0.29985848,9
0.5489837,10
0.14312999,5
0.11101745,4
0.12738875,5
0.27365774,8
0.20903005,7
0.15430099,6
0.07003655,1
0.2595329,8
0.46713674,10
0.08217903,2
0.10740636,4
0.11561576,4
0.13718548,5
0.08678171,3
0.5532632,10
0.08554122,2
0.07593075,2
0.098540455,3
0.6024128,10
0.08835424,3
0.1326294,5
0.34797493,9
0.12808014,5
0.0672335,1
0.41668412,9
0.5570643,10
0.08333102,2
0.06160505,1
0.15537354,6
0.06160505,1
0.6016747,10
0.1296349,5
0.07806837,2
0.30941945,9
0.113664016,4
0.08815319,3
0.15348417,6
0.06541373,1
0.07866488,2
0.27540678,8
0.15993443,6
0.18343745,7
0.22057506,8
0.06181155,1
0.114456646,4
0.11911473,4
0.19599542,7
0.15188596,6
0.06404589,1
0.23394307,8
0.06160505,1
0.09944596,3
0.0711532,2
0.53453386,10
0.12044375,4
0.062174547,1
0.17811987,7
0.2177977,7
0.12612823,5
0.14886501,5
0.58345735,10
0.21211319,7
0.15430099,6
0.115448706,4
0.0707208,1
0.07351242,2
0.061873827,1
0.49153763,10
0.16237275,6
0.15450688,6
0.0819636,2
0.54769474,10
0.087559864,3
0.2737089,8
0.16855632,6
0.11450444,4
0.49146253,10
0.33983776,9
0.5847719,10
0.1322379,5
0.4867667,10
0.15450676,6
0.185912,7
0.60103345,10
0.15328287,6
0.17303142,6
0.14284231,5
0.060630493,1
0.124595284,5
0.31384355,9
0.13778181,5
0.08708181,3
0.31856108,9
0.28009257,8
0.55933905,10
0.12686536,5
0.5532632,10
0.25152922,8
0.07540996,2
0.1967057,7
0.32421464,9
0.09009733,3
0.085512094,2
0.09706323,3
0.06303045,1
0.15219516,6
0.21306436,7
0.103548825,4
0.1948268,7
0.06303045,1
0.55415165,10
0.15574767,6
0.60308367,10
0.07202496,2
0.17228124,6
0.14008607,5
0.17926413,7
0.41562873,9
0.205573,7
0.18404406,7
0.15348417,6
0.14492851,5
0.1606004,6
0.15450676,6
0.38545397,9
0.07209528,2
0.07202496,2
0.49177665,10
0.20324658,7
0.13047569,5
0.10080475,3
0.07100678,2
0.42372432,9
0.24623966,8
0.62197345,10
0.30814222,9
0.11894556,4
0.1721356,6
0.11989235,4
0.06181155,1
0.09661076,3
0.088471144,3
0.09856759,3
0.07078995,1
0.0672335,1
0.5532632,10
0.2338337,8
0.13015667,5
0.23650983,8
0.070873454,1
0.0949851,3
0.06160505,1
0.21306436,7
0.06597794,1
0.0861573,3
0.18072134,7
0.09686838,3
0.26638374,8
0.07122274,2
0.5919861,10
0.18428104,7
0.11702779,4
0.13718548,5
0.15188596,6
0.16723742,6
0.075873174,2
0.21595135,7
0.30687794,9
0.09302296,3
0.5383995,10
0.1718748,6
0.1708454,6
0.34207177,9
0.60499936,10
0.06682318,1
0.21844137,7
0.073889695,2
0.55462515,10
0.18044284,7
0.18455651,7
0.08768362,3
0.09715817,3
0.4657682,10
0.094871916,3
0.074182056,2
0.10763224,4
0.07533642,2
0.10902175,4
0.28760332,8
0.09723029,3
0.060874555,1
0.2860552,8
0.369617,9
0.45223722,10
0.48796907,10
0.36893144,9
0.17228124,6
0.09841613,3
0.1058398,4
0.19854629,7
0.06706072,1
0.22065838,8
0.60103023,10
0.0707208,1
0.10881877,4
0.24231629,8
0.49784964,10
0.26608157,8
0.11483683,4
0.17303142,6
0.32652578,9
0.15031481,6
0.093790434,3
0.085198276,2
0.21014996,7
0.55462515,10
0.23022242,8
0.25421476,8
0.06798441,1
0.20908587,7
0.060630493,1
0.07281812,2
0.5690292,10
0.4412157,9
0.23200016,8
0.22043853,8
0.1423651,5
0.0976245,3
0.08512062,2
0.42987958,9
0.12956567,5
0.15450676,6
0.11101745,4
0.31397966,9
0.24189642,8
0.094632156,3
0.16895092,6
0.38069278,9
0.18612757,7
0.0672335,1
0.36874864,9
0.114607416,4
0.17161386,6
0.071292624,2
0.3842997,9
0.45403078,10
0.06718779,1
0.1287201,5
0.13922377,5
0.23061764,8
0.5601722,10
0.07272688,2
0.15005983,5
0.095961764,3
0.2191168,7
0.116914265,4
0.17192477,6
0.45526603,10
0.20447803,7
0.13644011,5
0.6017635,10
0.11774861,4
0.085107215,2
0.12346638,5
0.083199926,2
0.27024272,8
0.5665527,10
0.19574554,7
0.10044365,3
0.202621,7
0.060630493,1
0.08440059,2
0.55462515,10
0.15183182,6
0.08313608,2
0.06768792,1
0.11534972,4
0.1693725,6
0.09401134,3
0.13930953,5
0.093363285,3
0.49644548,10
0.21769987,7
0.08898636,3
0.16705817,6
0.54999137,10
0.12909098,5
0.0672335,1
0.08995206,3
0.18734987,7
0.08851162,3
0.0707208,1
0.55462515,10
0.22093685,8
0.5458352,10
0.21565148,7
0.25376734,8
0.070873454,1
0.13523172,5
0.0673432,1
0.44738585,9
0.16983722,6
0.06238213,1
0.14152834,5
0.0650831,1
0.106549434,4
0.22305113,8
0.11911473,4
0.23061764,8
0.22010656,8
0.14005756,5
0.08137035,2
0.15348417,6
0.5781707,10
0.18168327,7
0.18084724,7
0.077955686,2
0.07162349,2
0.38452452,9
0.38020265,9
0.10372779,4
0.17709734,7
0.56845343,10
0.09978511,3
0.18590918,7
0.10226388,3
0.25315556,8
0.09676044,3
0.34229404,9
0.59065413,10
0.088031456,3
0.16491403,6
0.13601789,5
0.0925737,3
0.08502275,2
0.078818664,2
0.21343066,7
0.5598467,10
0.11153551,4
0.13243113,5
0.58567977,10
0.5420969,10
0.061873827,1
0.26904798,8
0.55462515,10
0.24860238,8
0.14251754,5
0.06665118,1
0.1647362,6
0.2006854,7
0.23467174,8
0.06706579,1
0.37562603,9
0.09873083,3
0.2953017,9
0.36072153,9
0.067577705,1
0.5594286,10
0.12780243,5
0.27429348,8
0.09787931,3
0.5716942,10
0.18634215,7
0.526293,10
0.16595514,6
0.16106439,6
0.15450676,6
0.15234247,6
0.07162349,2
0.14886501,5
0.18412788,7
0.0672335,1
0.15450676,6
0.58650494,10
0.061067484,1
0.080722354,2
0.118090674,4
0.12737675,5
0.11648503,4
0.071292624,2
0.55462515,10
0.18840116,7
0.48269367,10
0.13847159,5
0.16802557,6
0.0679626,1
0.34612113,9
0.41853562,9
0.12492212,5
0.20797545,7
0.26688373,8
0.061873827,1
0.45311272,10
0.15280399,6
0.5809471,10
0.11707477,4
0.06812062,1
0.10719744,4
0.57590073,10
0.11101745,4
0.072353914,2
0.6044532,10
0.121602,4
0.40162745,9
0.31823146,9
0.17266949,6
0.13464795,5
0.090125054,3
0.20351772,7
0.0672335,1
0.15999006,6
0.45589697,10
0.1151273,4
0.120057024,4
0.08389845,2
0.094811685,3
0.5847719,10
0.08460536,2
0.17611021,7
0.12828827,5
0.5534608,10
0.10030601,3
0.10007694,3
0.09731946,3
0.11886382,4
0.14624104,5
0.24215148,8
0.06486642,1
0.2586233,8
0.4043534,9
0.06515975,1
0.0810228,2
0.21523653,7
0.36823142,9
0.0673432,1
0.09869383,3
0.1812554,7
0.08183946,2
0.22926569,8
0.070893586,2
0.31412488,9
0.086056,3
0.15430099,6
0.17939305,7
0.14680164,5
0.06297272,1
0.0739988,2
0.15015946,6
0.20742933,7
0.08494764,2
0.067229755,1
0.12114051,4
0.096259065,3
0.55759925,10
0.52868354,10
0.15430099,6
0.1242154,5
0.20920841,7
0.5784211,10
0.072315805,2
0.14886501,5
0.10607778,4
0.55482256,10
0.0918612,3
0.15450676,6
0.5861096,10
0.5058631,10
0.093764536,3
0.15430099,6
0.10264591,3
0.060630493,1
0.11280704,4
0.09516821,3
0.08112865,2
0.108212166,4
0.306974,9
0.20904858,7
0.45588422,10
0.23237956,8
0.09713777,3
0.19052087,7
0.07838707,2
0.21582966,7
0.32951078,9
0.118713684,4
0.22315782,8
0.2063749,7
0.17196962,6
0.15450676,6
0.26001886,8
0.27996278,8
0.38241,9
0.12042424,4
0.11055909,4
0.6063632,10
0.2838968,8
0.28081283,8
0.10317419,4
0.060630493,1
0.06735761,1
0.5646015,10
0.07980815,2
0.099923186,3
0.09266691,3
0.060801987,1
0.09057578,3
0.24270587,8
0.56420606,10
0.09407931,3
0.26626045,8
0.09927291,3
0.43240318,9
0.19510205,7
0.22970556,8
0.076922484,2
0.23106378,8
0.16429202,6
0.096417144,3
0.3094981,9
0.0672335,1
0.07272688,2
0.55482256,10
0.5903013,10
0.32257512,9
0.16989118,6
0.08414668,2
0.13546263,5
0.1828795,7
0.070873454,1
0.1452843,5
0.13428347,5
0.09366743,3
0.10282512,3
0.15597367,6
0.2031417,7
0.19795406,7
0.0672335,1
0.087105624,3
0.07448859,2
0.35533234,9
0.22578242,8
0.11314019,4
0.49985853,10
0.593781,10
0.5532632,10
0.21631658,7
0.11244563,4
0.21738079,7
0.07092481,2
0.11326946,4
0.07239627,2
0.23406185,8
0.17046331,6
0.075988874,2
0.072643496,2
0.33800364,9
0.32382375,9
0.1101233,4
0.32421076,9
0.119350985,4
0.14239919,5
0.19634597,7
0.16429311,6
0.5814354,10
0.5861212,10
0.0672335,1
0.16242881,6
0.17923586,7
0.31656978,9
0.5530946,10
0.2327128,8
0.074182056,2
0.086875215,3
0.14551757,5
0.080331095,2
0.55462515,10
0.068489335,1
0.37701657,9
0.11911473,4
0.22724295,8
0.16524717,6
0.18244524,7
0.15450676,6
0.23608409,8
0.10310276,4
0.18790522,7
0.58774614,10
0.07162349,2
0.0672335,1
0.1346111,5
0.56105125,10
0.16989118,6
0.073359095,2
0.1234546,5
0.0828769,2
0.10957605,4
0.09959086,3
0.59065413,10
0.08052651,2
0.50210476,10
0.5520229,10
0.11702779,4
0.5607325,10
0.11499125,4
0.20747349,7
0.22608384,8
0.09502264,3
0.07786304,2
0.13677186,5
0.09826148,3
0.06655331,1
0.16197477,6
0.07692006,2
0.11195032,4
0.21343066,7
0.10257921,3
0.17151706,6
0.121967494,5
0.14683236,5
0.0672335,1
0.11789348,4
0.12972353,5
0.0672335,1
0.08162035,2
0.12833558,5
0.30011928,9
0.12377746,5
0.21431783,7
0.113280274,4
0.096738115,3
0.12959497,5
0.13609165,5
0.1378787,5
0.13194096,5
0.067577705,1
0.1862646,7
0.17697251,7
0.5861096,10
0.10365751,4
0.08553541,2
0.12602049,5
0.25292778,8
0.5710957,10
0.0672335,1
0.5967601,10
0.08408588,2
0.0672335,1
0.5808465,10
0.120939575,4
0.09710915,3
0.56987476,10
0.06404589,1
0.0672335,1
0.0711532,2
0.3444044,9
0.21451674,7
0.09916906,3
0.15744151,6
0.0711532,2
0.09646498,3
0.0939007,3
0.6005738,10
0.14699948,5
0.09354258,3
0.062048603,1
0.5953872,10
0.21895611,7
0.112538174,4
0.11900353,4
0.16730718,6
0.22221054,8
0.0673432,1
0.2023133,7
0.08918414,3
0.34880155,9
0.08903798,3
0.61289376,10
0.116603255,4
0.06089529,1
0.11534614,4
0.579833,10
0.56008685,10
0.07272688,2
0.14593051,5
0.09454797,3
0.26891527,8
0.5578459,10
0.122699596,5
0.23422031,8
0.060630493,1
0.072353914,2
0.17209356,6
0.12722129,5
0.19803922,7
0.11101745,4
0.4250362,9
0.5867578,10
0.41307476,9
0.6208367,10
0.0730984,2
0.3268937,9
0.0673432,1
0.22276533,8
0.12006292,4
0.21668856,7
0.5597125,10
0.104006074,4
0.1643191,6
0.075288035,2
0.3733098,9
0.07289728,2
0.2608166,8
0.06768792,1
0.12331244,5
0.11314019,4
0.17052542,6
0.14211467,5
0.15450676,6
0.18651433,7
0.15784904,6
0.07612981,2
0.32132077,9
0.18385026,7
0.11321524,4
0.24787518,8
0.06160505,1
0.075779825,2
0.15188596,6
0.33232772,9
0.10071124,3
0.48155415,10
0.08850443,3
0.13029885,5
0.085482046,2
0.18374012,7
0.1568568,6
0.0672335,1
0.06918705,1
0.1450441,5
0.093211286,3
0.07492044,2
0.26983503,8
0.3830833,9
0.076190405,2
0.45770186,10
0.17430659,6
0.29192534,8
0.08775633,3
0.18864645,7
0.06160505,1
0.2192069,7
0.11101745,4
0.4447952,9
0.30994102,9
0.11101745,4
0.19352393,7
0.25396344,8
0.40111285,9
0.104570396,4
0.060630493,1
0.09775129,3
0.14429756,5
0.12101229,4
0.103548825,4
0.07713628,2
0.15450676,6
0.5961975,10
0.3373634,9
0.20042212,7
0.10538861,4
0.0711532,2
0.06798441,1
0.06653443,1
0.29919988,9
0.1375674,5
0.26778528,8
0.60134894,10
0.118911564,4
0.40364823,9
0.0672335,1
0.14183444,5
0.12114432,4
0.41336244,9
0.061873827,1
0.107662566,4
0.2698174,8
0.105108365,4
0.14464884,5
0.45189562,10
0.0975979,3
0.15005983,5
0.09902359,3
0.4215657,9
0.10124727,3
0.5894308,10
0.20003675,7
0.18710557,7
0.07164529,2
0.1174524,4
0.60282624,10
0.11737516,4
0.376402,9
0.19052087,7
0.070873454,1
0.24638806,8
0.14844492,5
0.5597125,10
0.16618764,6
0.0998473,3
0.12889776,5
0.22004153,8
0.0919032,3
0.48796907,10
0.14886501,5
0.26928923,8
0.07272688,2
0.11820468,4
0.14264283,5
0.22040261,8
0.17166542,6
0.070893586,2
0.11101745,4
0.2202176,8
0.22057506,8
0.5554298,10
0.0988387,3
0.15028484,6
0.06653443,1
0.31412488,9
0.42260095,9
0.07370413,2
0.086796544,3
0.4197415,9
0.30869633,9
0.09467835,3
0.1960624,7
0.16629711,6
0.14490521,5
0.59071636,10
0.10375541,4
0.11699198,4
0.2138888,7
0.22815149,8
0.16989118,6
0.10750368,4
0.15450676,6
0.60432965,10
0.5513552,10
0.55462515,10
0.12022947,4
0.12887046,5
0.12693125,5
0.06767178,1
0.067470476,1
0.2006854,7
0.22670041,8
0.20128213,7
0.12810686,5
0.15450676,6
0.14904408,5
0.15995272,6
0.082221776,2
0.06160505,1
0.5794093,10
0.07202496,2
0.15843894,6
0.11165343,4
0.5919861,10
0.0707208,1
0.36651123,9
0.55462515,10
0.07157732,2
0.2984325,9
0.5532632,10
0.5387422,10
0.060630493,1
0.30897468,9
0.2318013,8
0.15430099,6
0.19830243,7
0.3188504,9
0.066311106,1
0.085629314,2
0.22065914,8
0.591959,10
0.12828827,5
0.24226008,8
0.2018264,7
0.19791941,7
0.0939005,3
0.11369655,4
0.2140041,7
0.2563389,8
0.6226744,10
0.095961764,3
0.13355152,5
0.30295205,9
0.16744444,6
0.14118767,5
0.086964026,3
0.09814764,3
0.45235556,10
0.56218064,10
0.22070491,8
0.30681556,9
0.1459089,5
0.0817512,2
0.20349842,7
0.15393491,6
0.16450697,6
0.12263929,5
0.07079551,1
0.14619415,5
0.07837278,2
0.17716129,7
0.09684034,3
0.0673432,1
0.1785371,7
0.5800934,10
0.11911473,4
0.553474,10
0.23615512,8
0.15152605,6
0.39106664,9
0.5303235,10
0.24203534,8
0.11411359,4
0.09591466,3
0.114579536,4
0.19045086,7
0.13285165,5
0.35088438,9
0.43046042,9
0.17510064,6
0.07162349,2
0.10032114,3
0.15450676,6
0.58850354,10
0.42963505,9
0.071994655,2
0.11779852,4
0.119610175,4
0.11035341,4
0.55385894,10
0.10191603,3
0.16375168,6
0.14202799,5
0.060630493,1
0.09573973,3
0.28803754,8
0.55462515,10
0.3583132,9
0.114834994,4
0.0672335,1
0.2594799,8
0.10016435,3
0.26928923,8
0.115502186,4
0.0707208,1
0.4599371,10
0.30222598,9
0.5536479,10
0.07039564,1
0.08928021,3
0.13883679,5
0.38035125,9
0.20834264,7
0.10539291,4
0.40382817,9
0.15735297,6
0.22602469,8
0.12417139,5
0.5685232,10
0.17096372,6
0.5583538,10
0.14194362,5
0.099609844,3
0.12023338,4
0.26865536,8
0.3898198,9
0.118090674,4
0.3378785,9
0.07013097,1
0.27071816,8
0.17511272,6
0.077279955,2
0.40093794,9
0.16463737,6
0.17657058,7
0.13464795,5
0.16626585,6
0.21475895,7
0.55012494,10
0.12744026,5
0.10292224,3
0.21520033,7
0.10899237,4
0.5559418,10
0.17953676,7
0.15450676,6
0.19586939,7
0.16521192,6
0.34494928,9
0.11836654,4
0.08592157,3
0.1279584,5
0.18419482,7
0.07111072,2
0.07175008,2
0.114090115,4
0.06089529,1
0.08505024,2
0.1395781,5
0.11925349,4
0.39077875,9
0.06836365,1
0.1198732,4
0.11894556,4
0.21870238,7
0.1362674,5
0.06653443,1
0.19599508,7
0.117568284,4
0.08074361,2
0.20912732,7
0.11819733,4
0.111090414,4
0.23515308,8
0.5808465,10
0.072315805,2
0.07494432,2
0.37996235,9
0.1805071,7
0.5641832,10
0.23702958,8
0.060630493,1
0.1768841,7
0.21922798,7
0.19243062,7
0.14419284,5
0.14156239,5
0.13145716,5
0.082775585,2
0.15430099,6
0.098824024,3
0.20871998,7
0.24928838,8
0.2144871,7
0.25040078,8
0.21425271,7
0.19377193,7
0.1387638,5
0.062340014,1
0.17510064,6
0.09024368,3
0.2960911,9
0.0707208,1
0.32502803,9
0.0895818,3
0.15450676,6
0.2018264,7
0.10331325,4
0.1524074,6
0.113561966,4
0.075095564,2
0.06493592,1
0.13090466,5
0.15430099,6
0.14112163,5
0.09376594,3
0.08872585,3
0.103913635,4
0.561467,10
0.07322925,2
0.071103014,2
0.14723536,5
0.070893586,2
0.06160505,1
0.07272688,2
0.19123787,7
0.079918385,2
0.11278472,4
0.23158103,8
0.16964357,6
0.22412814,8
0.45169565,10
0.5707318,10
0.15157013,6
0.3142971,9
0.14886501,5
0.06691473,1
0.14114515,5
0.13183962,5
0.17824163,7
0.10744747,4
0.07612981,2
0.23845494,8
0.39845538,9
0.16502886,6
0.55462515,10
0.12468252,5
0.07272688,2
0.21509887,7
0.3532769,9
0.07288539,2
0.15188596,6
0.098250926,3
0.5985185,10
0.5664065,10
0.0711532,2
0.11931084,4
0.11771082,4
0.49646133,10
0.06436279,1
0.18097757,7
0.15659216,6
0.09483102,3
0.14808683,5
0.15603006,6
0.15348417,6
0.0953408,3
0.21309176,7
0.071103014,2
0.07173227,2
0.24487653,8
0.09762106,3
0.16758858,6
0.10038128,3
0.2502403,8
0.070873454,1
0.23299292,8
0.17094809,6
0.17356704,6
0.41920403,9
0.58218783,10
0.22591946,8
0.060630493,1
0.55332786,10
0.0672335,1
0.10308651,4
0.5861096,10
0.12839092,5
0.068765715,1
0.070873454,1
0.06177912,1
0.22790246,8
0.0943762,3
0.1254439,5
0.08331858,2
0.23106378,8
0.092808776,3
0.11511438,4
0.33603397,9
0.21481477,7
0.06160505,1
0.23238622,8
0.5462308,10
0.6134973,10
0.061873827,1
0.24638806,8
0.31878942,9
0.0672335,1
0.12946738,5
0.3570534,9
0.20885988,7
0.0869597,3
0.5678643,10
0.076980844,2
0.078425035,2
0.2377194,8
0.11101745,4
0.099168874,3
0.0673432,1
0.07173227,2
0.11101745,4
0.20526247,7
0.16984522,6
0.23936184,8
0.12611346,5
0.12573391,5
0.15450676,6
0.13521689,5
0.0982693,3
